Team ID,Team,Team Meet ID,Meet Date,Home/Away,Opponents,Meet Name,Meet ID,Gymnast ID,Name,VT,UB,BB,FX,AA
1,Air Force,28437,2023-02-24,A,Sacramento State,,5847,31664,Leilani Zander,,9.825,9.7,,
1,Air Force,28518,2023-03-03,A,North Carolina,,5878,31652,Amber Boll,9.725,9.65,9.775,,
1,Air Force,28518,2023-03-03,A,North Carolina,,5878,31653,Velandra Brochi,9.7,9.6,9.8,9.8,38.9
1,Air Force,28518,2023-03-03,A,North Carolina,,5878,32179,Madison Carlisle,,9.7,,,
1,Air Force,28518,2023-03-03,A,North Carolina,,5878,30582,Briona Carswell,,,9.425,9.7,
1,Air Force,28518,2023-03-03,A,North Carolina,,5878,32180,Kylee  Greene,9.65,,9.825,9.675,
1,Air Force,28518,2023-03-03,A,North Carolina,,5878,32182,Gianna Martyna,,,,8.65,
1,Air Force,28518,2023-03-03,A,North Carolina,,5878,31658,Ayla McKean,9.1,9.025,9.6,9.675,37.4
1,Air Force,28518,2023-03-03,A,North Carolina,,5878,31659,Gabriella Meccia,9.7,,,9.7,
1,Air Force,28518,2023-03-03,A,North Carolina,,5878,30800,Grace Nelson,,9.725,,,
1,Air Force,28518,2023-03-03,A,North Carolina,,5878,32185,Grace Willis,9.625,,,,
1,Air Force,28518,2023-03-03,A,North Carolina,,5878,31664,Leilani Zander,,9.525,9.7,,
1,Air Force,28647,2023-03-11,A,Denver/Nebraska,,5928,32178,Sayge Berger,9.575,,,,
1,Air Force,28647,2023-03-11,A,Denver/Nebraska,,5928,31652,Amber Boll,9.825,9.875,9.8,,
1,Air Force,28647,2023-03-11,A,Denver/Nebraska,,5928,31653,Velandra Brochi,9.85,9.8,9.75,9.425,38.825
1,Air Force,28647,2023-03-11,A,Denver/Nebraska,,5928,32179,Madison Carlisle,,9.225,,8.9,
1,Air Force,28647,2023-03-11,A,Denver/Nebraska,,5928,30582,Briona Carswell,,,9.8,9.65,
1,Air Force,28647,2023-03-11,A,Denver/Nebraska,,5928,32180,Kylee  Greene,9.775,9.1,9.775,9.75,38.4
1,Air Force,28647,2023-03-11,A,Denver/Nebraska,,5928,31656,Alexa Kabat,,,,9.6,
1,Air Force,28647,2023-03-11,A,Denver/Nebraska,,5928,30799,Kimberly Kinkade,,9.55,9.225,,
1,Air Force,28647,2023-03-11,A,Denver/Nebraska,,5928,32182,Gianna Martyna,,,,9.475,
1,Air Force,28647,2023-03-11,A,Denver/Nebraska,,5928,30800,Grace Nelson,9.75,9.825,,,
1,Air Force,28647,2023-03-11,A,Denver/Nebraska,,5928,32185,Grace Willis,9.675,,9.75,,
1,Air Force,28723,2023-03-18,H,Alaska/Sacramento State/San Jose State/UC Davis,MPSF Conference,5946,31652,Amber Boll,9.75,9.925,9.825,,
1,Air Force,28723,2023-03-18,H,Alaska/Sacramento State/San Jose State/UC Davis,MPSF Conference,5946,31653,Velandra Brochi,9.675,9.825,9.825,9.75,39.075
1,Air Force,28723,2023-03-18,H,Alaska/Sacramento State/San Jose State/UC Davis,MPSF Conference,5946,32179,Madison Carlisle,,9.725,,9.825,
1,Air Force,28723,2023-03-18,H,Alaska/Sacramento State/San Jose State/UC Davis,MPSF Conference,5946,30582,Briona Carswell,,,9.8,9.775,
1,Air Force,28723,2023-03-18,H,Alaska/Sacramento State/San Jose State/UC Davis,MPSF Conference,5946,32180,Kylee  Greene,9.725,9.775,9.3,9.65,38.45
1,Air Force,28723,2023-03-18,H,Alaska/Sacramento State/San Jose State/UC Davis,MPSF Conference,5946,31658,Ayla McKean,,,9.875,9.775,
1,Air Force,28723,2023-03-18,H,Alaska/Sacramento State/San Jose State/UC Davis,MPSF Conference,5946,31659,Gabriella Meccia,9.55,,,,
1,Air Force,28723,2023-03-18,H,Alaska/Sacramento State/San Jose State/UC Davis,MPSF Conference,5946,30800,Grace Nelson,9.45,9.775,,,
1,Air Force,28723,2023-03-18,H,Alaska/Sacramento State/San Jose State/UC Davis,MPSF Conference,5946,32185,Grace Willis,9.7,,,9.825,
1,Air Force,28723,2023-03-18,H,Alaska/Sacramento State/San Jose State/UC Davis,MPSF Conference,5946,31664,Leilani Zander,,9.25,9.775,,
1,Air Force,28913,2023-04-06,A,Bridgeport/Brown/Centenary/Cornell/Fisk/Lindenwood/SEMO/Southern Connecticut/Texas Woman's/West Chester/Yale,USAG Championships,5977,31652,Amber Boll,9.8,9.65,9.8,,
1,Air Force,28913,2023-04-06,A,Bridgeport/Brown/Centenary/Cornell/Fisk/Lindenwood/SEMO/Southern Connecticut/Texas Woman's/West Chester/Yale,USAG Championships,5977,31653,Velandra Brochi,9.775,9.775,9.775,9.8,39.125
1,Air Force,28913,2023-04-06,A,Bridgeport/Brown/Centenary/Cornell/Fisk/Lindenwood/SEMO/Southern Connecticut/Texas Woman's/West Chester/Yale,USAG Championships,5977,32179,Madison Carlisle,,9.675,,9.7,
1,Air Force,28913,2023-04-06,A,Bridgeport/Brown/Centenary/Cornell/Fisk/Lindenwood/SEMO/Southern Connecticut/Texas Woman's/West Chester/Yale,USAG Championships,5977,30582,Briona Carswell,,,9.75,8.825,
1,Air Force,28913,2023-04-06,A,Bridgeport/Brown/Centenary/Cornell/Fisk/Lindenwood/SEMO/Southern Connecticut/Texas Woman's/West Chester/Yale,USAG Championships,5977,32180,Kylee  Greene,9.625,,9.65,9.8,
1,Air Force,28913,2023-04-06,A,Bridgeport/Brown/Centenary/Cornell/Fisk/Lindenwood/SEMO/Southern Connecticut/Texas Woman's/West Chester/Yale,USAG Championships,5977,30799,Kimberly Kinkade,,9.625,,,
1,Air Force,28913,2023-04-06,A,Bridgeport/Brown/Centenary/Cornell/Fisk/Lindenwood/SEMO/Southern Connecticut/Texas Woman's/West Chester/Yale,USAG Championships,5977,31658,Ayla McKean,9.65,9.75,9.175,,
1,Air Force,28913,2023-04-06,A,Bridgeport/Brown/Centenary/Cornell/Fisk/Lindenwood/SEMO/Southern Connecticut/Texas Woman's/West Chester/Yale,USAG Championships,5977,31659,Gabriella Meccia,9.05,,,9.7,
1,Air Force,28913,2023-04-06,A,Bridgeport/Brown/Centenary/Cornell/Fisk/Lindenwood/SEMO/Southern Connecticut/Texas Woman's/West Chester/Yale,USAG Championships,5977,32185,Grace Willis,9.625,,,9.625,
1,Air Force,28913,2023-04-06,A,Bridgeport/Brown/Centenary/Cornell/Fisk/Lindenwood/SEMO/Southern Connecticut/Texas Woman's/West Chester/Yale,USAG Championships,5977,31664,Leilani Zander,,9.75,8.875,,
1,Air Force,28921,2023-04-07,A,Lindenwood/SEMO/Texas Woman's,USAG Championships,5978,31652,Amber Boll,9.7,9.725,9.775,,
1,Air Force,28921,2023-04-07,A,Lindenwood/SEMO/Texas Woman's,USAG Championships,5978,31653,Velandra Brochi,9.7,9.7,9.775,9.775,
1,Air Force,28921,2023-04-07,A,Lindenwood/SEMO/Texas Woman's,USAG Championships,5978,32179,Madison Carlisle,,9.7,,9.8,
1,Air Force,28921,2023-04-07,A,Lindenwood/SEMO/Texas Woman's,USAG Championships,5978,30582,Briona Carswell,,,9.85,,
1,Air Force,28921,2023-04-07,A,Lindenwood/SEMO/Texas Woman's,USAG Championships,5978,32180,Kylee  Greene,9.7,,9.825,9.8,
1,Air Force,28921,2023-04-07,A,Lindenwood/SEMO/Texas Woman's,USAG Championships,5978,30799,Kimberly Kinkade,,9.6,,,
1,Air Force,28921,2023-04-07,A,Lindenwood/SEMO/Texas Woman's,USAG Championships,5978,31658,Ayla McKean,9.65,9.125,9.825,9.75,
1,Air Force,28921,2023-04-07,A,Lindenwood/SEMO/Texas Woman's,USAG Championships,5978,31659,Gabriella Meccia,9.65,,,9.725,
1,Air Force,28921,2023-04-07,A,Lindenwood/SEMO/Texas Woman's,USAG Championships,5978,32185,Grace Willis,9.7,,,9.75,
1,Air Force,28921,2023-04-07,A,Lindenwood/SEMO/Texas Woman's,USAG Championships,5978,31664,Leilani Zander,,9.725,9.8,,
1,Air Force,28927,2023-04-08,A,Bridgeport/Brown/Centenary/Cornell/Fisk/Lindenwood/SEMO/Southern Connecticut/Texas Woman's/West Chester/Yale,USAG Championships,5979,31652,Amber Boll,9.663,,9.775,,
1,Air Force,28927,2023-04-08,A,Bridgeport/Brown/Centenary/Cornell/Fisk/Lindenwood/SEMO/Southern Connecticut/Texas Woman's/West Chester/Yale,USAG Championships,5979,31653,Velandra Brochi,,9.488,9.713,,
1,Air Force,28927,2023-04-08,A,Bridgeport/Brown/Centenary/Cornell/Fisk/Lindenwood/SEMO/Southern Connecticut/Texas Woman's/West Chester/Yale,USAG Championships,5979,30582,Briona Carswell,,,9.163,,
2,Alabama,27837,2023-01-06,H,Michigan State,,5600,30786,Luisa Blanco,9.875,9.875,9.9,9.925,39.575
2,Alabama,27837,2023-01-06,H,Michigan State,,5600,30343,Makarri Doggette,9.9,9.9,9.775,9.8,39.375
2,Alabama,27837,2023-01-06,H,Michigan State,,5600,31795,Gabby Gladieux,9.825,,9.825,9.9,
2,Alabama,27837,2023-01-06,H,Michigan State,,5600,31247,Lilly Hudson,9.85,9.85,9.85,9.65,39.2
2,Alabama,27837,2023-01-06,H,Michigan State,,5600,30806,Cameron Machado,,9.85,,,
2,Alabama,27837,2023-01-06,H,Michigan State,,5600,29851,Shallon Olsen,9.85,,9.775,9.775,
2,Alabama,27837,2023-01-06,H,Michigan State,,5600,31248,Jordyn Paradise,9.85,9.8,,,
2,Alabama,27837,2023-01-06,H,Michigan State,,5600,30345,Mati Waligora,,9.8,9.675,9.85,
2,Alabama,27917,2023-01-13,A,Arkansas,,5629,30786,Luisa Blanco,9.825,9.9,8.625,9.875,38.225
2,Alabama,27917,2023-01-13,A,Arkansas,,5629,30787,Ella Burgess,,,9.85,,
2,Alabama,27917,2023-01-13,A,Arkansas,,5629,30343,Makarri Doggette,9.775,9.85,,9.575,
2,Alabama,27917,2023-01-13,A,Arkansas,,5629,31795,Gabby Gladieux,9.725,,9.875,9.875,
2,Alabama,27917,2023-01-13,A,Arkansas,,5629,31247,Lilly Hudson,9.8,9.775,9.875,9.075,38.525
2,Alabama,27917,2023-01-13,A,Arkansas,,5629,31797,Lillian Lewis,,,9.775,,
2,Alabama,27917,2023-01-13,A,Arkansas,,5629,30806,Cameron Machado,,9.85,,,
2,Alabama,27917,2023-01-13,A,Arkansas,,5629,29851,Shallon Olsen,9.775,,,9.85,
2,Alabama,27917,2023-01-13,A,Arkansas,,5629,31248,Jordyn Paradise,9.825,9.875,,,
2,Alabama,27917,2023-01-13,A,Arkansas,,5629,30345,Mati Waligora,,9.825,9.85,9.825,
2,Alabama,27988,2023-01-20,H,Florida,,5653,30804,Shania Adams,9.675,,,9.9,
2,Alabama,27988,2023-01-20,H,Florida,,5653,30786,Luisa Blanco,,9.9,9.85,9.95,
2,Alabama,27988,2023-01-20,H,Florida,,5653,30787,Ella Burgess,,,9.9,,
2,Alabama,27988,2023-01-20,H,Florida,,5653,31795,Gabby Gladieux,9.85,,9.85,9.9,
2,Alabama,27988,2023-01-20,H,Florida,,5653,31247,Lilly Hudson,9.875,9.775,9.85,9.925,39.425
2,Alabama,27988,2023-01-20,H,Florida,,5653,31797,Lillian Lewis,,,9.775,,
2,Alabama,27988,2023-01-20,H,Florida,,5653,31798,Lauren Little,9.775,9.2,,,
2,Alabama,27988,2023-01-20,H,Florida,,5653,30806,Cameron Machado,,9.875,,9.675,
2,Alabama,27988,2023-01-20,H,Florida,,5653,30303,Sania Mitchell,9.7,,,,
2,Alabama,27988,2023-01-20,H,Florida,,5653,31248,Jordyn Paradise,9.9,9.3,,,
2,Alabama,27988,2023-01-20,H,Florida,,5653,30345,Mati Waligora,,9.825,9.8,9.75,
2,Alabama,28079,2023-01-27,A,Kentucky,,5693,30804,Shania Adams,,,,9.825,
2,Alabama,28079,2023-01-27,A,Kentucky,,5693,30786,Luisa Blanco,9.85,9.95,9.95,9.775,39.525
2,Alabama,28079,2023-01-27,A,Kentucky,,5693,30787,Ella Burgess,,,9.225,,
2,Alabama,28079,2023-01-27,A,Kentucky,,5693,30343,Makarri Doggette,9.925,10.0,,,
2,Alabama,28079,2023-01-27,A,Kentucky,,5693,31795,Gabby Gladieux,9.875,,9.875,9.9,
2,Alabama,28079,2023-01-27,A,Kentucky,,5693,31247,Lilly Hudson,9.825,9.875,9.95,9.925,39.575
2,Alabama,28079,2023-01-27,A,Kentucky,,5693,30806,Cameron Machado,,9.95,,9.55,
2,Alabama,28079,2023-01-27,A,Kentucky,,5693,30303,Sania Mitchell,9.775,,,,
2,Alabama,28079,2023-01-27,A,Kentucky,,5693,31248,Jordyn Paradise,9.75,9.85,,,
2,Alabama,28079,2023-01-27,A,Kentucky,,5693,31799,Rachel Rybicki,,,9.7,,
2,Alabama,28079,2023-01-27,A,Kentucky,,5693,30345,Mati Waligora,,9.825,9.75,9.85,
2,Alabama,28159,2023-02-03,H,Auburn,,5726,30804,Shania Adams,,,,9.9,
2,Alabama,28159,2023-02-03,H,Auburn,,5726,30786,Luisa Blanco,9.95,9.825,10.0,9.975,39.75
2,Alabama,28159,2023-02-03,H,Auburn,,5726,30787,Ella Burgess,,,9.925,,
2,Alabama,28159,2023-02-03,H,Auburn,,5726,30343,Makarri Doggette,9.125,9.95,,9.8,
2,Alabama,28159,2023-02-03,H,Auburn,,5726,31795,Gabby Gladieux,9.775,,9.875,9.925,
2,Alabama,28159,2023-02-03,H,Auburn,,5726,31247,Lilly Hudson,9.8,9.825,9.975,9.975,39.575
2,Alabama,28159,2023-02-03,H,Auburn,,5726,30806,Cameron Machado,,9.925,,,
2,Alabama,28159,2023-02-03,H,Auburn,,5726,29851,Shallon Olsen,9.875,,,,
2,Alabama,28159,2023-02-03,H,Auburn,,5726,31248,Jordyn Paradise,9.775,9.25,,,
2,Alabama,28159,2023-02-03,H,Auburn,,5726,31799,Rachel Rybicki,,,9.825,,
2,Alabama,28159,2023-02-03,H,Auburn,,5726,30345,Mati Waligora,,9.8,9.875,9.925,
2,Alabama,28277,2023-02-11,A,Arkansas/Georgia/Illinois/Illinois State/Oklahoma/Stanford/Utah,Metroplex Challenge,5778,30804,Shania Adams,,,,9.9,
2,Alabama,28277,2023-02-11,A,Arkansas/Georgia/Illinois/Illinois State/Oklahoma/Stanford/Utah,Metroplex Challenge,5778,30786,Luisa Blanco,9.925,9.9,9.9,9.95,39.675
2,Alabama,28277,2023-02-11,A,Arkansas/Georgia/Illinois/Illinois State/Oklahoma/Stanford/Utah,Metroplex Challenge,5778,30787,Ella Burgess,,,9.9,,
2,Alabama,28277,2023-02-11,A,Arkansas/Georgia/Illinois/Illinois State/Oklahoma/Stanford/Utah,Metroplex Challenge,5778,30343,Makarri Doggette,9.925,9.9,,,
2,Alabama,28277,2023-02-11,A,Arkansas/Georgia/Illinois/Illinois State/Oklahoma/Stanford/Utah,Metroplex Challenge,5778,31794,Karis German,,9.85,,,
2,Alabama,28277,2023-02-11,A,Arkansas/Georgia/Illinois/Illinois State/Oklahoma/Stanford/Utah,Metroplex Challenge,5778,31795,Gabby Gladieux,9.875,,9.8,9.95,
2,Alabama,28277,2023-02-11,A,Arkansas/Georgia/Illinois/Illinois State/Oklahoma/Stanford/Utah,Metroplex Challenge,5778,31247,Lilly Hudson,9.825,9.9,9.875,9.95,39.55
2,Alabama,28277,2023-02-11,A,Arkansas/Georgia/Illinois/Illinois State/Oklahoma/Stanford/Utah,Metroplex Challenge,5778,30806,Cameron Machado,,9.675,,,
2,Alabama,28277,2023-02-11,A,Arkansas/Georgia/Illinois/Illinois State/Oklahoma/Stanford/Utah,Metroplex Challenge,5778,29851,Shallon Olsen,9.875,,,9.7,
2,Alabama,28277,2023-02-11,A,Arkansas/Georgia/Illinois/Illinois State/Oklahoma/Stanford/Utah,Metroplex Challenge,5778,31248,Jordyn Paradise,9.925,,,,
2,Alabama,28277,2023-02-11,A,Arkansas/Georgia/Illinois/Illinois State/Oklahoma/Stanford/Utah,Metroplex Challenge,5778,31799,Rachel Rybicki,,,9.875,,
2,Alabama,28277,2023-02-11,A,Arkansas/Georgia/Illinois/Illinois State/Oklahoma/Stanford/Utah,Metroplex Challenge,5778,30345,Mati Waligora,,9.875,9.875,9.875,
2,Alabama,28342,2023-02-17,A,Georgia,,5804,30804,Shania Adams,,,,9.85,
2,Alabama,28342,2023-02-17,A,Georgia,,5804,30786,Luisa Blanco,9.9,9.95,9.95,9.95,39.75
2,Alabama,28342,2023-02-17,A,Georgia,,5804,30787,Ella Burgess,,,9.95,,
2,Alabama,28342,2023-02-17,A,Georgia,,5804,30343,Makarri Doggette,9.775,9.9,,,
2,Alabama,28342,2023-02-17,A,Georgia,,5804,31794,Karis German,,9.775,,,
2,Alabama,28342,2023-02-17,A,Georgia,,5804,31795,Gabby Gladieux,9.825,,9.775,9.9,
2,Alabama,28342,2023-02-17,A,Georgia,,5804,31247,Lilly Hudson,9.9,9.825,9.775,9.8,39.3
2,Alabama,28342,2023-02-17,A,Georgia,,5804,30806,Cameron Machado,,9.85,,,
2,Alabama,28342,2023-02-17,A,Georgia,,5804,29851,Shallon Olsen,9.95,,,9.875,
2,Alabama,28342,2023-02-17,A,Georgia,,5804,31248,Jordyn Paradise,9.75,,,,
2,Alabama,28342,2023-02-17,A,Georgia,,5804,31799,Rachel Rybicki,,,9.75,,
2,Alabama,28342,2023-02-17,A,Georgia,,5804,30345,Mati Waligora,,9.85,9.875,9.9,
2,Alabama,28425,2023-02-24,H,LSU,,5843,30804,Shania Adams,,,,9.825,
2,Alabama,28425,2023-02-24,H,LSU,,5843,30786,Luisa Blanco,9.8,9.425,10.0,9.975,39.2
2,Alabama,28425,2023-02-24,H,LSU,,5843,30787,Ella Burgess,,,9.925,,
2,Alabama,28425,2023-02-24,H,LSU,,5843,30343,Makarri Doggette,9.85,9.95,,,
2,Alabama,28425,2023-02-24,H,LSU,,5843,31794,Karis German,,9.775,,,
2,Alabama,28425,2023-02-24,H,LSU,,5843,31795,Gabby Gladieux,9.925,,9.85,9.925,
2,Alabama,28425,2023-02-24,H,LSU,,5843,31247,Lilly Hudson,9.6,9.775,10.0,9.95,39.325
2,Alabama,28425,2023-02-24,H,LSU,,5843,30806,Cameron Machado,,9.925,,,
2,Alabama,28425,2023-02-24,H,LSU,,5843,29851,Shallon Olsen,9.9,,,9.75,
2,Alabama,28425,2023-02-24,H,LSU,,5843,31248,Jordyn Paradise,9.85,,,,
